,id,loan_status
434,59079,0
435,59080,0
436,59081,0
437,59082,0
438,59083,0
439,59084,0
440,59085,0
441,59086,0
442,59087,0
443,59088,0
444,59089,0
445,59090,0
446,59091,0
447,59092,0
448,59093,0
449,59094,0
450,59095,0
451,59096,1
452,59097,0
453,59098,0
454,59099,0
455,59100,0
456,59101,0
457,59102,0
458,59103,0
459,59104,0
460,59105,0
461,59106,0
462,59107,0
463,59108,0
464,59109,0
465,59110,0
466,59111,0
467,59112,0
468,59113,0
469,59114,0
470,59115,0
471,59116,0
472,59117,0
473,59118,0
474,59119,0
475,59120,0
476,59121,0
477,59122,0
478,59123,1
479,59124,0
480,59125,0
481,59126,1
482,59127,0
483,59128,0
484,59129,0
485,59130,0
486,59131,0
487,59132,0
488,59133,0
489,59134,0
490,59135,0
491,59136,0
492,59137,0
493,59138,0
494,59139,0
495,59140,0
496,59141,1
497,59142,0
498,59143,0
499,59144,0
500,59145,0
501,59146,0
502,59147,0
503,59148,0
504,59149,0
505,59150,0
506,59151,0
507,59152,0
508,59153,0
509,59154,0
510,59155,0
511,59156,0
512,59157,0
513,59158,0
514,59159,0
515,59160,0
516,59161,0
517,59162,0
518,59163,0
519,59164,0
520,59165,0
521,59166,0
522,59167,0
523,59168,1
524,59169,1
525,59170,0
526,59171,0
527,59172,1
528,59173,0
529,59174,0
530,59175,0
531,59176,0
532,59177,0
533,59178,0
534,59179,0
535,59180,0
536,59181,0
537,59182,1
538,59183,0
539,59184,0
540,59185,0
541,59186,0
542,59187,0
543,59188,0
544,59189,0
545,59190,0
546,59191,0
547,59192,1
548,59193,0
549,59194,0
550,59195,0
551,59196,0
552,59197,0
553,59198,0
554,59199,0
555,59200,1
556,59201,0
557,59202,0
558,59203,0
559,59204,0
560,59205,0
561,59206,0
562,59207,0
563,59208,0
564,59209,0
565,59210,0
566,59211,0
567,59212,0
568,59213,0
569,59214,0
570,59215,0
571,59216,0
572,59217,0
573,59218,0
574,59219,0
575,59220,1
576,59221,1
577,59222,0
578,59223,0
579,59224,0
580,59225,0
581,59226,0
582,59227,0
583,59228,0
584,59229,0
585,59230,0
586,59231,0
587,59232,0
588,59233,0
589,59234,0
590,59235,0
591,59236,0
592,59237,0
593,59238,0
594,59239,0
595,59240,0
596,59241,0
597,59242,0
598,59243,1
599,59244,0
600,59245,1
601,59246,0
602,59247,0
603,59248,0
604,59249,0
605,59250,0
606,59251,0
607,59252,0
608,59253,0
609,59254,0
610,59255,0
611,59256,0
612,59257,1
613,59258,0
614,59259,1
615,59260,0
616,59261,0
617,59262,0
618,59263,0
619,59264,0
620,59265,0
621,59266,0
622,59267,0
623,59268,0
624,59269,0
625,59270,1
626,59271,0
627,59272,1
628,59273,0
629,59274,0
630,59275,0
631,59276,0
632,59277,0
633,59278,0
634,59279,0
635,59280,0
636,59281,0
637,59282,0
638,59283,0
639,59284,0
640,59285,0
641,59286,0
642,59287,0
643,59288,1
644,59289,0
645,59290,0
646,59291,0
647,59292,0
648,59293,0
649,59294,1
650,59295,0
651,59296,0
652,59297,0
653,59298,0
654,59299,0
655,59300,0
656,59301,0
657,59302,0
658,59303,0
659,59304,0
660,59305,0
661,59306,0
662,59307,0
663,59308,0
664,59309,0
665,59310,0
666,59311,0
667,59312,0
668,59313,1
669,59314,0
670,59315,0
671,59316,0
672,59317,0
673,59318,0
674,59319,0
675,59320,0
676,59321,0
677,59322,0
678,59323,0
679,59324,0
680,59325,0
681,59326,0
682,59327,0
683,59328,0
684,59329,0
685,59330,0
686,59331,0
687,59332,0
688,59333,0
689,59334,0
690,59335,0
691,59336,0
692,59337,0
693,59338,0
694,59339,0
695,59340,1
696,59341,0
697,59342,0
698,59343,0
699,59344,0
700,59345,0
701,59346,0
702,59347,0
703,59348,0
704,59349,1
705,59350,0
706,59351,0
707,59352,1
708,59353,0
709,59354,1
710,59355,0
711,59356,0
712,59357,0
713,59358,0
714,59359,0
715,59360,1
716,59361,0
717,59362,0
718,59363,0
719,59364,0
720,59365,0
721,59366,0
722,59367,0
723,59368,0
724,59369,0
725,59370,0
726,59371,0
727,59372,0
728,59373,0
729,59374,0
730,59375,1
731,59376,1
732,59377,0
733,59378,0
734,59379,0
735,59380,0
736,59381,0
737,59382,0
738,59383,0
739,59384,0
740,59385,0
741,59386,0
742,59387,1
743,59388,0
744,59389,0
745,59390,0
746,59391,0
747,59392,0
748,59393,0
749,59394,1
750,59395,0
751,59396,0
752,59397,0
753,59398,0
754,59399,0
755,59400,0
756,59401,0
757,59402,0
758,59403,0
759,59404,0
760,59405,0
761,59406,0
762,59407,0
763,59408,0
764,59409,0
765,59410,0
766,59411,0
767,59412,0
768,59413,0
769,59414,0
770,59415,0
771,59416,0
772,59417,0
773,59418,0
774,59419,0
775,59420,0
776,59421,0
777,59422,0
778,59423,0
779,59424,1
780,59425,0
781,59426,0
782,59427,0
783,59428,0
784,59429,0
785,59430,0
786,59431,0
787,59432,0
788,59433,0
789,59434,0
790,59435,0
791,59436,0
792,59437,0
793,59438,0
794,59439,0
795,59440,0
796,59441,0
797,59442,0
798,59443,0
799,59444,0
800,59445,0
801,59446,0
802,59447,0
803,59448,0
804,59449,0
805,59450,0
806,59451,1
807,59452,0
808,59453,0
809,59454,0
810,59455,0
811,59456,0
812,59457,1
813,59458,0
814,59459,0
815,59460,0
816,59461,0
817,59462,0
818,59463,0
819,59464,0
820,59465,0
821,59466,0
822,59467,1
823,59468,0
824,59469,0
825,59470,0
826,59471,0
827,59472,0
828,59473,0
829,59474,0
830,59475,0
831,59476,0
832,59477,0
833,59478,0
834,59479,0
835,59480,0
836,59481,0
837,59482,1
838,59483,0
839,59484,0
840,59485,0
841,59486,0
842,59487,0
843,59488,0
844,59489,0
845,59490,0
846,59491,1
847,59492,0
848,59493,0
849,59494,0
850,59495,1
851,59496,0
852,59497,1
853,59498,0
854,59499,0
855,59500,1
856,59501,0
857,59502,1
858,59503,0
859,59504,0
860,59505,0
861,59506,0
862,59507,0
863,59508,0
864,59509,0
865,59510,0
866,59511,0
867,59512,0
868,59513,0
869,59514,0
870,59515,0
871,59516,0
872,59517,1
873,59518,0
874,59519,0
875,59520,0
876,59521,0
877,59522,0
878,59523,0
879,59524,0
880,59525,0
881,59526,0
882,59527,0
883,59528,0
884,59529,0
885,59530,1
886,59531,0
887,59532,0
888,59533,0
889,59534,0
890,59535,0
891,59536,0
892,59537,0
893,59538,0
894,59539,0
895,59540,0
896,59541,0
897,59542,0
898,59543,0
899,59544,0
900,59545,0
901,59546,0
902,59547,0
903,59548,0
904,59549,0
905,59550,0
906,59551,0
907,59552,0
908,59553,0
909,59554,1
910,59555,0
911,59556,0
912,59557,0
913,59558,0
914,59559,0
915,59560,0
916,59561,0
917,59562,0
918,59563,0
919,59564,0
920,59565,0
921,59566,0
922,59567,0
923,59568,0
924,59569,0
925,59570,0
926,59571,0
927,59572,0
928,59573,0
929,59574,1
930,59575,0
931,59576,0
932,59577,0
933,59578,0
934,59579,0
935,59580,0
936,59581,0
937,59582,0
938,59583,0
939,59584,0
940,59585,0
941,59586,0
942,59587,0
943,59588,0
944,59589,0
945,59590,0
946,59591,0
947,59592,0
948,59593,0
949,59594,0
950,59595,0
951,59596,0
952,59597,1
953,59598,0
954,59599,0
955,59600,0
956,59601,0
957,59602,0
958,59603,0
959,59604,0
960,59605,0
961,59606,0
962,59607,0
963,59608,0
964,59609,0
965,59610,1
966,59611,0
967,59612,1
968,59613,0
969,59614,0
970,59615,0
971,59616,0
972,59617,0
973,59618,0
974,59619,0
975,59620,0
976,59621,0
977,59622,0
978,59623,0
979,59624,0
980,59625,0
981,59626,0
982,59627,0
983,59628,0
984,59629,0
985,59630,0
986,59631,0
987,59632,0
988,59633,0
989,59634,0
990,59635,0
991,59636,0
992,59637,0
993,59638,1
994,59639,0
995,59640,0
996,59641,0
997,59642,0
998,59643,0
999,59644,0
1000,59645,0
1001,59646,0
1002,59647,1
1003,59648,0
1004,59649,0
1005,59650,0
1006,59651,0
1007,59652,0
1008,59653,0
1009,59654,0
1010,59655,0
1011,59656,0
1012,59657,1
1013,59658,0
1014,59659,0
1015,59660,0
1016,59661,0
1017,59662,1
1018,59663,0
1019,59664,0
1020,59665,0
1021,59666,0
1022,59667,0
1023,59668,0
1024,59669,0
1025,59670,0
1026,59671,0
1027,59672,0
1028,59673,0
1029,59674,0
1030,59675,0
1031,59676,0
1032,59677,1
1033,59678,0
1034,59679,0
1035,59680,0
1036,59681,0
1037,59682,0
1038,59683,0
1039,59684,0
1040,59685,0
1041,59686,0
1042,59687,0
1043,59688,0
1044,59689,0
1045,59690,0
1046,59691,0
1047,59692,0
1048,59693,0
1049,59694,0
1050,59695,0
1051,59696,0
1052,59697,0
1053,59698,0
1054,59699,0
1055,59700,0
1056,59701,0
1057,59702,0
1058,59703,0
1059,59704,0
1060,59705,0
1061,59706,0
1062,59707,0
1063,59708,0
1064,59709,0
1065,59710,0
1066,59711,0
1067,59712,0
1068,59713,0
1069,59714,1
1070,59715,1
1071,59716,0
1072,59717,0
1073,59718,0
1074,59719,1
1075,59720,0
1076,59721,1
1077,59722,0
1078,59723,0
1079,59724,1
1080,59725,0
1081,59726,0
1082,59727,0
1083,59728,0
1084,59729,0
1085,59730,0
1086,59731,0
1087,59732,0
1088,59733,0
1089,59734,0
1090,59735,0
1091,59736,0
1092,59737,0
1093,59738,0
1094,59739,0
1095,59740,0
1096,59741,0
1097,59742,0
1098,59743,0
1099,59744,0
1100,59745,0
1101,59746,0
1102,59747,1
1103,59748,0
1104,59749,0
1105,59750,0
1106,59751,0
1107,59752,0
1108,59753,0
1109,59754,0
1110,59755,0
1111,59756,0
1112,59757,0
1113,59758,0
1114,59759,0
1115,59760,0
1116,59761,0
1117,59762,0
1118,59763,0
1119,59764,0
1120,59765,0
1121,59766,0
1122,59767,0
1123,59768,0
1124,59769,0
1125,59770,1
1126,59771,0
1127,59772,0
1128,59773,0
1129,59774,0
1130,59775,0
1131,59776,0
1132,59777,0
1133,59778,0
1134,59779,0
1135,59780,0
1136,59781,0
1137,59782,0
1138,59783,0
1139,59784,0
1140,59785,0
1141,59786,0
1142,59787,1
1143,59788,0
1144,59789,0
1145,59790,0
1146,59791,0
1147,59792,0
1148,59793,0
1149,59794,0
1150,59795,1
1151,59796,0
1152,59797,0
1153,59798,0
1154,59799,0
1155,59800,0
1156,59801,0
1157,59802,0
1158,59803,0
1159,59804,0
1160,59805,0
1161,59806,0
1162,59807,0
1163,59808,0
1164,59809,0
1165,59810,0
1166,59811,0
1167,59812,0
1168,59813,0
1169,59814,0
1170,59815,0
1171,59816,0
1172,59817,0
1173,59818,0
1174,59819,0
1175,59820,0
1176,59821,0
1177,59822,0
1178,59823,0
1179,59824,0
1180,59825,0
1181,59826,0
1182,59827,0
1183,59828,0
1184,59829,0
1185,59830,0
1186,59831,0
1187,59832,0
1188,59833,0
1189,59834,0
1190,59835,0
1191,59836,0
1192,59837,0
1193,59838,0
1194,59839,0
1195,59840,0
1196,59841,1
1197,59842,0
1198,59843,0
1199,59844,0
1200,59845,0
1201,59846,0
1202,59847,0
1203,59848,0
1204,59849,0
1205,59850,0
1206,59851,0
1207,59852,0
1208,59853,0
1209,59854,0
1210,59855,0
1211,59856,0
1212,59857,0
1213,59858,1
1214,59859,0
1215,59860,1
1216,59861,0
1217,59862,0
1218,59863,0
1219,59864,0
1220,59865,0
1221,59866,0
1222,59867,0
1223,59868,0
1224,59869,0
1225,59870,0
1226,59871,0
1227,59872,0
1228,59873,0
1229,59874,0
1230,59875,0
1231,59876,0
1232,59877,0
1233,59878,1
1234,59879,0
1235,59880,1
1236,59881,0
1237,59882,0
1238,59883,0
1239,59884,0
1240,59885,0
1241,59886,0
1242,59887,0
1243,59888,0
1244,59889,0
1245,59890,0
1246,59891,0
1247,59892,0
1248,59893,0
1249,59894,0
1250,59895,0
1251,59896,0
1252,59897,0
1253,59898,0
1254,59899,0
1255,59900,0
1256,59901,1
1257,59902,0
1258,59903,0
1259,59904,0
1260,59905,0
1261,59906,0
1262,59907,0
1263,59908,0
1264,59909,0
1265,59910,0
1266,59911,0
1267,59912,0
1268,59913,0
1269,59914,0
1270,59915,0
1271,59916,0
1272,59917,0
1273,59918,0
1274,59919,0
1275,59920,0
1276,59921,0
1277,59922,0
1278,59923,0
1279,59924,0
1280,59925,1
1281,59926,0
1282,59927,0
1283,59928,0
1284,59929,0
1285,59930,0
1286,59931,0
1287,59932,0
1288,59933,0
1289,59934,0
1290,59935,0
1291,59936,0
1292,59937,0
1293,59938,0
1294,59939,0
1295,59940,0
1296,59941,0
1297,59942,0
1298,59943,0
1299,59944,0
1300,59945,0
1301,59946,0
1302,59947,0
1303,59948,0
1304,59949,1
1305,59950,0
1306,59951,0
1307,59952,0
1308,59953,0
1309,59954,0
1310,59955,0
1311,59956,0
1312,59957,0
1313,59958,0
1314,59959,0
1315,59960,0
1316,59961,0
1317,59962,0
1318,59963,0
1319,59964,0
1320,59965,0
1321,59966,1
1322,59967,0
1323,59968,0
1324,59969,0
1325,59970,0
1326,59971,1
1327,59972,0
1328,59973,0
1329,59974,0
1330,59975,0
1331,59976,0
1332,59977,0
1333,59978,0
1334,59979,0
1335,59980,1
1336,59981,0
1337,59982,1
1338,59983,0
1339,59984,0
1340,59985,0
1341,59986,0
1342,59987,0
1343,59988,0
1344,59989,0
1345,59990,0
1346,59991,0
1347,59992,0
1348,59993,0
1349,59994,0
1350,59995,1
1351,59996,0
1352,59997,0
1353,59998,0
1354,59999,0
1355,60000,0
1356,60001,0
1357,60002,0
1358,60003,0
1359,60004,0
1360,60005,0
1361,60006,0
1362,60007,0
1363,60008,0
1364,60009,0
1365,60010,0
1366,60011,0
1367,60012,0
1368,60013,0
1369,60014,0
1370,60015,0
1371,60016,0
1372,60017,0
1373,60018,0
1374,60019,1
1375,60020,0
1376,60021,0
1377,60022,0
1378,60023,0
1379,60024,1
1380,60025,0
1381,60026,0
1382,60027,0
1383,60028,0
1384,60029,1
1385,60030,1
1386,60031,0
1387,60032,0
1388,60033,0
1389,60034,0
1390,60035,0
1391,60036,0
1392,60037,0
1393,60038,0
1394,60039,0
1395,60040,0
1396,60041,0
1397,60042,0
1398,60043,0
1399,60044,0
1400,60045,0
1401,60046,0
1402,60047,0
1403,60048,0
1404,60049,0
1405,60050,0
1406,60051,1
1407,60052,0
1408,60053,0
1409,60054,0
1410,60055,0
1411,60056,0
1412,60057,0
1413,60058,0
1414,60059,0
1415,60060,0
1416,60061,0
1417,60062,0
1418,60063,0
1419,60064,0
1420,60065,0
1421,60066,0
1422,60067,0
1423,60068,0
1424,60069,0
1425,60070,0
1426,60071,0
1427,60072,0
1428,60073,0
1429,60074,0
1430,60075,0
1431,60076,0
1432,60077,0
1433,60078,0
1434,60079,0
1435,60080,0
1436,60081,0
1437,60082,0
1438,60083,0
1439,60084,0
1440,60085,0
1441,60086,0
1442,60087,0
1443,60088,0
1444,60089,0
1445,60090,0
1446,60091,1
1447,60092,0
1448,60093,0
1449,60094,0
1450,60095,0
1451,60096,0
1452,60097,0
1453,60098,1
1454,60099,0
1455,60100,0
1456,60101,0
1457,60102,0
1458,60103,0
1459,60104,0
1460,60105,0
1461,60106,0
1462,60107,0
1463,60108,0
1464,60109,0
1465,60110,0
1466,60111,0
1467,60112,0
1468,60113,0
1469,60114,0
1470,60115,0
1471,60116,1
1472,60117,0
1473,60118,0
1474,60119,0
1475,60120,0
1476,60121,0
1477,60122,0
1478,60123,0
1479,60124,0
1480,60125,0
1481,60126,0
1482,60127,0
1483,60128,0
1484,60129,0
1485,60130,0
1486,60131,0
1487,60132,1
1488,60133,0
1489,60134,0
1490,60135,0
1491,60136,0
1492,60137,0
1493,60138,0
1494,60139,0
1495,60140,0
1496,60141,0
1497,60142,0
1498,60143,1
1499,60144,0
1500,60145,0
1501,60146,0
1502,60147,0
1503,60148,0
1504,60149,0
1505,60150,0
1506,60151,1
1507,60152,0
1508,60153,0
1509,60154,0
1510,60155,0
1511,60156,0
1512,60157,0
1513,60158,0
1514,60159,0
1515,60160,0
1516,60161,0
1517,60162,0
1518,60163,0
1519,60164,0
1520,60165,0
1521,60166,0
1522,60167,0
1523,60168,0
1524,60169,0
1525,60170,0
1526,60171,0
1527,60172,0
1528,60173,0
1529,60174,0
1530,60175,0
1531,60176,0
1532,60177,0
1533,60178,0
1534,60179,0
1535,60180,0
1536,60181,0
1537,60182,0
1538,60183,1
1539,60184,0
1540,60185,0
1541,60186,1
1542,60187,0
1543,60188,0
1544,60189,0
1545,60190,0
1546,60191,0
1547,60192,0
1548,60193,0
1549,60194,0
1550,60195,0
1551,60196,0
1552,60197,0
1553,60198,0
1554,60199,0
1555,60200,0
1556,60201,0
1557,60202,0
1558,60203,0
1559,60204,1
1560,60205,0
1561,60206,0
1562,60207,1
1563,60208,0
1564,60209,0
1565,60210,0
1566,60211,1
1567,60212,0
1568,60213,0
1569,60214,0
1570,60215,0
1571,60216,0
1572,60217,0
1573,60218,0
1574,60219,0
1575,60220,1
1576,60221,0
1577,60222,0
1578,60223,0
1579,60224,0
1580,60225,0
1581,60226,0
1582,60227,0
1583,60228,0
1584,60229,0
1585,60230,0
1586,60231,0
1587,60232,0
1588,60233,1
1589,60234,0
1590,60235,0
1591,60236,0
1592,60237,0
1593,60238,0
1594,60239,1
1595,60240,0
1596,60241,0
1597,60242,0
1598,60243,0
1599,60244,0
1600,60245,0
1601,60246,0
1602,60247,0
1603,60248,0
1604,60249,0
1605,60250,0
1606,60251,0
1607,60252,0
1608,60253,1
1609,60254,0
1610,60255,0
1611,60256,0
1612,60257,0
1613,60258,0
1614,60259,0
1615,60260,0
1616,60261,0
1617,60262,0
1618,60263,0
1619,60264,0
1620,60265,1
1621,60266,0
1622,60267,0
1623,60268,0
1624,60269,0
1625,60270,0
1626,60271,0
1627,60272,0
1628,60273,0
1629,60274,0
1630,60275,0
1631,60276,0
1632,60277,0
1633,60278,0
1634,60279,0
1635,60280,0
1636,60281,0
1637,60282,1
1638,60283,0
1639,60284,0
1640,60285,0
1641,60286,0
1642,60287,0
1643,60288,0
1644,60289,0
1645,60290,1
1646,60291,0
1647,60292,0
1648,60293,0
1649,60294,0
1650,60295,0
1651,60296,0
1652,60297,0
1653,60298,0
1654,60299,1
1655,60300,0
1656,60301,0
1657,60302,0
1658,60303,0
1659,60304,0
1660,60305,1
1661,60306,0
1662,60307,0
1663,60308,0
1664,60309,0
1665,60310,0
1666,60311,1
1667,60312,0
1668,60313,1
1669,60314,0
1670,60315,0
1671,60316,0
1672,60317,0
1673,60318,0
1674,60319,0
1675,60320,0
1676,60321,0
1677,60322,0
1678,60323,0
1679,60324,0
1680,60325,0
1681,60326,0
1682,60327,1
1683,60328,0
1684,60329,0
1685,60330,1
1686,60331,0
1687,60332,0
1688,60333,0
1689,60334,0
1690,60335,0
1691,60336,0
1692,60337,0
1693,60338,0
1694,60339,0
1695,60340,0
1696,60341,0
1697,60342,0
1698,60343,0
1699,60344,0
1700,60345,0
1701,60346,0
1702,60347,1
1703,60348,0
1704,60349,0
1705,60350,0
1706,60351,0
1707,60352,0
1708,60353,0
1709,60354,0
1710,60355,0
1711,60356,0
1712,60357,0
1713,60358,0
1714,60359,0
1715,60360,0
1716,60361,0
1717,60362,0
1718,60363,0
1719,60364,0
1720,60365,0
1721,60366,0
1722,60367,0
1723,60368,0
1724,60369,0
1725,60370,0
1726,60371,0
1727,60372,0
1728,60373,0
1729,60374,0
1730,60375,0
1731,60376,0
1732,60377,0
1733,60378,0
1734,60379,1
1735,60380,0
1736,60381,0
1737,60382,0
1738,60383,0
1739,60384,0
1740,60385,0
1741,60386,0
1742,60387,0
1743,60388,0
1744,60389,1
1745,60390,0
1746,60391,0
1747,60392,0
1748,60393,0
1749,60394,0
1750,60395,0
1751,60396,0
1752,60397,0
1753,60398,0
1754,60399,0
1755,60400,0
1756,60401,0
1757,60402,0
1758,60403,1
1759,60404,0
1760,60405,0
1761,60406,0
1762,60407,0
1763,60408,0
1764,60409,0
1765,60410,0
1766,60411,0
1767,60412,0
1768,60413,0
1769,60414,0
1770,60415,0
1771,60416,0
1772,60417,0
1773,60418,0
1774,60419,0
1775,60420,0
1776,60421,0
1777,60422,0
1778,60423,0
1779,60424,0
1780,60425,0
1781,60426,0
1782,60427,0
1783,60428,0
1784,60429,0
1785,60430,0
1786,60431,0
1787,60432,0
1788,60433,0
1789,60434,0
1790,60435,0
1791,60436,0
1792,60437,0
1793,60438,1
1794,60439,0
1795,60440,1
1796,60441,0
1797,60442,0
1798,60443,0
1799,60444,0
1800,60445,0
1801,60446,0
1802,60447,0
1803,60448,0
1804,60449,1
1805,60450,0
1806,60451,0
1807,60452,0
1808,60453,0
1809,60454,0
1810,60455,0
1811,60456,0
1812,60457,0
1813,60458,0
1814,60459,0
1815,60460,0
1816,60461,0
1817,60462,0
1818,60463,0
1819,60464,0
1820,60465,0
1821,60466,0
1822,60467,0
1823,60468,0
1824,60469,0
1825,60470,0
1826,60471,0
1827,60472,0
1828,60473,0
1829,60474,0
1830,60475,0
1831,60476,0
1832,60477,0
1833,60478,0
1834,60479,0
1835,60480,0
1836,60481,0
1837,60482,0
1838,60483,0
1839,60484,1
1840,60485,0
1841,60486,0
1842,60487,0
1843,60488,0
1844,60489,0
1845,60490,0
1846,60491,0
1847,60492,0
1848,60493,0
1849,60494,0
1850,60495,0
1851,60496,0
1852,60497,0
1853,60498,0
1854,60499,0
1855,60500,0
1856,60501,0
1857,60502,0
1858,60503,0
1859,60504,0
1860,60505,0
1861,60506,0
1862,60507,0
1863,60508,0
1864,60509,0
1865,60510,0
1866,60511,0
1867,60512,0
1868,60513,0
1869,60514,0
1870,60515,0
1871,60516,0
1872,60517,0
